,artistName,count,genres,popularity
412,Louis Cole,7,['la pop'],49
413,Chynna,7,"['alternative r&b', 'electra', 'trap queen']",36
414,Coubo,7,['chillhop'],35
415,J-E-T-S,7,[],25
416,Eliphino,7,['future garage'],19
417,Kali Uchis,7,['colombian pop'],86
418,Fontaines D.C.,7,"['crank wave', 'irish indie rock']",56
419,Maverick Sabre,7,['irish hip hop'],60
420,Clams Casino,7,"['cloud rap', 'experimental hip hop', 'instrumental hip hop', 'psychedelic hip hop', 'wonky']",57
421,Namasenda,7,"['escape room', 'hyperpop', 'pink noise', 'proto-hyperpop']",40
422,Desire Marea,6,"['deconstructed club', 'experimental club', 'multidisciplinary']",22
423,The Kount,6,"['canadian contemporary r&b', 'synth funk']",46
424,Bree Runway,6,['alternative r&b'],58
425,67,6,['sigilkore'],30
426,FloFilz,6,"['chillhop', 'jazz boom bap']",54
427,Sampha,6,"['alternative r&b', 'indie soul']",63
428,Mr. Mitch,6,"['grimewave', 'uk experimental electronic', 'weightless']",30
429,Gwen Stefani,6,"['dance pop', 'pop']",72
430,Siriusmo,6,"['destroy techno', 'electrofox', 'electronica', 'filter house']",44
431,Tirzah,6,"['alternative r&b', 'art pop', 'electra', 'escape room', 'experimental pop', 'spectra', 'uk contemporary r&b']",46
432,SebastiAn,6,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",81
433,G Jones,6,"['brostep', 'electronic trap', 'glitch hop', 'vapor twitch']",42
434,Amtrac,6,['nu disco'],52
435,Funktuation,6,"['chennai indie', 'tamil indie']",6
436,Porridge Radio,6,"['brighton indie', 'crank wave', 'english indie rock', 'uk post-punk revival']",38
437,Waffle Xan,6,[],0
438,DJ Hazard,6,"['bass house', 'drum and bass', 'jump up', 'jungle', 'ragga jungle']",36
439,Roska,6,"['pop', 'r&b en espanol']",85
440,RIP Swirl,6,[],27
441,Mr. Williamz,6,"['ragga jungle', 'uk dancehall']",42
442,Mereba,6,['alternative r&b'],57
443,Ego Ella May,6,"['alternative r&b', 'uk contemporary r&b']",38
444,GRM Daily,6,['uk hip hop'],58
445,Tierra Whack,6,['alternative r&b'],59
446,Fratelli Freschi,6,[],9
447,Lily Allen,6,"['dance pop', 'electropop']",67
448,Daniel Avery,6,"['ambient techno', 'electronica', 'intelligent dance music', 'microhouse', 'shiver pop']",47
449,Mr Boss,6,['uk alternative hip hop'],35
450,Oklou,6,"['alternative r&b', 'escape room']",46
451,Kamakaze,6,['grime'],40
452,Amaarae,6,"['afro r&b', 'afrobeats', 'alternative r&b', 'ghanaian alternative', 'ghanaian pop']",66
453,Bodyrox,6,[],38
454,Pip Blom,6,"['crank wave', 'dutch indie', 'dutch indie rock']",42
455,Rv,6,"['reggaeton', 'trap latino', 'urbano latino']",69
456,RollzRois,6,[],34
457,MxRxGxA,6,['italian underground hip hop'],36
458,A1 x J1,6,"['chill drill', 'melodic drill']",61
459,Kwaisey Pee,6,"['azonto', 'hiplife']",22
460,BLK ODYSSY,6,['indie r&b'],54
461,Open Mike Eagle,6,"['abstract hip hop', 'alternative hip hop', 'escape room']",40
462,Pinch,6,"['classical performance', 'violin']",46
463,The xx,6,"['downtempo', 'dream pop', 'indietronica', 'modern rock']",66
464,Juls,6,"['afrobeats', 'afroswing', 'uk dancehall']",52
465,James Blake,6,"['art pop', 'electronica', 'indie soul', 'indietronica', 'neo soul', 'uk alternative pop']",69
466,Akcent,6,"['classic disco polo', 'romanian house', 'romanian pop']",50
467,Ezra Collective,6,"['british jazz', 'indie soul']",50
468,SR,6,"['chill house', 'pop edm']",64
469,Zeds Dead,6,"['brostep', 'canadian electronic', 'dubstep', 'edm', 'electro house', 'progressive electro house']",62
470,Groundworks,6,[],44
471,Teen Daze,6,"['chillwave', 'indie dream pop', 'vancouver indie']",43
472,dutchavelli,6,['uk hip hop'],55
473,LYZZA,6,"['deconstructed club', 'escape room', 'trap queen']",26
474,Friction,6,"['dancefloor dnb', 'drum and bass', 'uk dnb']",54
475,sunflwr,6,[],50
476,The Range,6,['soft rock'],54
477,Denis Sulta,6,['scottish electronic'],37
478,Deft,6,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",78
479,Commodo,6,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",64
480,Ronzo,6,"['chill drill', 'melodic drill']",44
481,NorthSideBenji,6,"['canadian hip hop', 'toronto rap']",49
482,Siennor,6,['chennai indie'],25
483,Sinjin Hawke,6,"['footwork', 'grimewave', 'proto-hyperpop']",28
484,Foreign Beggars,6,"['brostep', 'uk hip hop']",43
485,Fyfe,6,['vapor pop'],35
486,yunè pinku,6,[],45
487,Children of Zeus,6,"['manchester hip hop', 'uk alternative hip hop']",41
488,Clairo,6,"['bedroom pop', 'indie pop', 'pop', 'pov: indie']",76
489,Pariah,6,['future garage'],28
490,Alix Perez,6,"['belgian edm', 'drum and bass', 'halftime dnb', 'liquid funk']",44
491,DJ Fede,6,['italian underground hip hop'],30
492,Bearcubs,6,"['indie soul', 'vapor soul']",42
493,emil,6,['pop argentino'],76
494,Jim-E Stack,6,[],48
495,Baauer,5,"['edm', 'electro house', 'electronic trap']",53
496,Clem Leek,5,"['compositional ambient', 'focus', 'nu age']",50
497,Hak Baker,5,['london indie'],42
498,Loraine James,5,"['deconstructed club', 'uk experimental electronic']",31
499,Alewya,5,['alternative r&b'],41
500,Tankz,5,['chill drill'],44
501,STRFKR,5,"['indie rock', 'indietronica']",59
502,TAAHLIAH,5,['pink noise'],30
503,Bad Nerves,5,"['action rock', 'english indie rock']",48
504,The Avalanches,5,"['australian alternative rock', 'australian dance', 'collage pop', 'electronica', 'indietronica', 'new rave', 'psychedelic hip hop']",56
505,Wiley,5,[],43
506,Congo Natty,5,"['jungle', 'ragga jungle']",40
507,Metric,5,"['canadian indie', 'canadian rock', 'indie rock', 'indietronica', 'metropopolis', 'neo-synthpop']",60
508,DJ Zinc,5,"['bass house', 'drum and bass', 'jump up', 'jungle', 'old school bassline', 'uk dance', 'uk garage']",49
509,Primo Squarta,5,['italian underground hip hop'],31
510,Roni Size,5,"['big beat', 'breakbeat', 'drum and bass', 'jungle']",41
511,Shreea Kaul,5,[],37
512,Meridian Dan,5,['grime'],29
513,Ben Marc,5,[],27
514,Taylor McFerrin,5,"['indie jazz', 'indie soul', 'neo r&b', 'wonky']",40
515,Lone,5,"['contemporary country', 'country', 'country road']",59
516,Ben Khan,5,['uk alternative pop'],32
517,Jimothy Lacoste,5,['uk alternative hip hop'],24
518,Baltra,5,['lo-fi house'],58
519,Rusko,5,"['brostep', 'classic dubstep', 'dubstep product', 'filthstep']",46
520,Wolf Alice,5,"['indie rock', 'modern alternative rock', 'modern rock']",59
521,PJ Harvey,5,"['alternative rock', 'art pop', 'melancholia', 'permanent wave', 'piano rock', 'singer-songwriter']",57
522,Romy,5,[],58
523,Gamblers,5,[],40
524,Yves Tumor,5,"['art pop', 'escape room', 'experimental pop', 'experimental r&b', 'hypnagogic pop']",59
525,Blawan,5,"['float house', 'future garage', 'minimal techno', 'outsider house', 'techno']",34
526,Ramz,5,"['afroswing', 'london rap', 'uk hip hop']",58
527,Omega Sapien,5,['korean underground rap'],50
528,Swet Shop Boys,5,"['conscious hip hop', 'pakistani hip hop', 'political hip hop']",25
529,Datassette,5,"['braindance', 'deep idm']",26
530,BAYLI,5,['indie r&b'],45
531,Jayda G,5,['canadian electronic'],55
532,Dizzy Fae,5,"['alternative r&b', 'minneapolis indie']",39
533,Shabazz Palaces,5,"['afrofuturism', 'alternative hip hop', 'cascadia psych', 'experimental hip hop', 'psychedelic hip hop', 'seattle hip hop', 'wonky']",37
534,Skream,5,"['classic dubstep', 'uk bass']",46
535,Kofi Nti,5,"['azonto', 'hiplife']",24
536,ODESZA,5,"['chillwave', 'edm', 'indietronica']",70
537,Giulia Tess,5,[],24
538,Sundara Karma,5,"['english indie rock', 'modern alternative rock', 'modern rock', 'reading indie']",47
539,Devlin,5,['grime'],44
540,Disclosure,5,"['edm', 'house', 'indietronica', 'uk dance']",72
541,Amy Winehouse,5,"['british soul', 'neo soul']",74
542,Jimmy Whoo,5,[],50
543,Arz,5,[],37
544,Boys Noize,5,"['alternative dance', 'dance-punk', 'electro house', 'fidget house', 'filter house', 'german dance', 'german techno', 'new rave']",52
545,Still Woozy,5,"['bedroom pop', 'oakland indie', 'pov: indie']",68
546,I. JORDAN,5,['experimental techno'],39
547,Om Unit,5,"['bristol electronic', 'classic dubstep', 'footwork', 'future garage', 'minimal dnb', 'wonky']",30
548,James Vickery,5,['uk contemporary r&b'],51
549,Anirudh Ravichander,5,"['desi hip hop', 'filmi', 'tamil hip hop']",82
550,Lex Amor,5,['uk alternative hip hop'],45
551,Kano,5,"['chicago rap', 'hip hop', 'rap']",90
552,K-Lone,5,['uk experimental electronic'],35
553,Spor,5,['tulsa indie'],55
554,Slayyyter,5,"['escape room', 'hyperpop', 'pink noise', 'proto-hyperpop']",53
555,Wafia,5,"['australian pop', 'indie electropop']",56
556,Griminal,5,['grime'],27
557,NSG,5,"['afrobeats', 'afroswing', 'uk dancehall', 'uk hip hop']",57
558,Tomu DJ,5,['experimental electronic'],20
559,A Winged Victory for the Sullen,5,"['ambient', 'compositional ambient', 'drone', 'pastoral']",46
560,Nokia Mansion,5,['uk alternative hip hop'],26
561,Downhill2k01,5,['chill breakcore'],42
562,NiNE8,5,['uk alternative hip hop'],34
563,Empress Of,5,"['art pop', 'electropop', 'escape room', 'etherpop', 'shiver pop']",52
564,ABRA,5,"['corrido', 'corridos tumbados', 'musica mexicana', 'norteno', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",64
565,Pretty Girl,5,[],42
566,Big Joe,5,"['blues', 'jump blues', 'rhythm and blues', 'traditional blues']",37
567,DJ Shadow,5,"['downtempo', 'electronica', 'instrumental hip hop', 'trip hop']",63
568,Waterbaby,5,[],52
569,Gaptoof,5,['irish hip hop'],17
570,Lady Gaga,5,"['art pop', 'dance pop', 'pop']",85
571,Cola,5,['crank wave'],39
572,Novelist,4,"['djent', 'melodic metalcore', 'metalcore']",46
573,I Weigh with Jameela Jamil,4,[],8
574,Mala,4,"['bass house', 'edm', 'electro house', 'electronic trap', 'house']",51
575,WSTRN,4,"['afroswing', 'grime', 'uk hip hop']",56
576,Daedelus,4,"['glitch hop', 'intelligent dance music', 'wonky']",37
577,Digital Mystikz,4,['classic dubstep'],12
578,Bassti,4,"['chillhop', 'lo-fi beats']",51
579,Death Cab for Cutie,4,"['alternative rock', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']",63
580,123Mrk,4,['future garage'],4
581,M Huncho,4,['uk hip hop'],62
582,Collard,4,['uk contemporary r&b'],43
583,Lord Apex,4,['uk alternative hip hop'],47
584,J:Kenzo,4,"['classic dubstep', 'deep dubstep', 'minimal dubstep']",29
585,100 gecs,4,"['hyperpop', 'proto-hyperpop', 'scenecore']",64
586,Rosie Lowe,4,['uk contemporary r&b'],44
587,Maral,4,['experimental club'],25
588,TYSON,4,[],48
589,Darkoo,4,"['afrobeats', 'afroswing', 'london rap', 'uk hip hop']",60
590,Rina Sawayama,4,"['art pop', 'electropop', 'indie pop']",63
591,Lava La Rue,4,"['alternative r&b', 'uk contemporary r&b']",45
592,Grimes,4,"['art pop', 'canadian electropop', 'grave wave', 'indietronica', 'metropopolis', 'neo-synthpop']",68
593,Paul White,4,"['alabama indie', 'new americana']",56
594,Hilary Duff,4,"['dance pop', 'pop', 'post-teen pop']",56
595,The Maccabees,4,"['british indie rock', 'indie rock', 'modern rock']",48
596,M24,4,"['uk drill', 'uk hip hop']",54
597,obli,4,[],45
598,Ourman,4,['deep dubstep'],25
599,Solange,4,"['afrofuturism', 'alternative r&b', 'r&b', 'urban contemporary']",60
600,goddard.,4,[],63
601,NASAYA,4,['stutter house'],47
602,L7NNON,4,"['funk rj', 'pop rap brasileiro', 'trap brasileiro']",75
603,Soccer96,4,['multidisciplinary'],31
604,Bby Eco,4,[],26
605,CHLOBOCOP,4,['scottish hip hop'],32
606,Maria Chiara Argirò,4,[],30
607,Indian Wells,4,['experimental electronic'],34
608,Maliibu Miitch,4,['trap queen'],47
609,Danny Brown,4,"['alternative hip hop', 'detroit hip hop', 'escape room', 'hip hop', 'underground hip hop']",65
610,Maroon 5,4,['pop'],85
611,Denzel Curry,4,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'rap', 'underground hip hop']",72
612,SVDP,4,[],40
613,Giusy Ferreri,4,"['italian adult pop', 'italian pop']",53
614,Alex Kozobolis,4,"['compositional ambient', 'focus']",38
615,Pashanim,4,"['german alternative rap', 'german drill', 'german hip hop']",70
616,Blanco,4,"['black americana', 'country rap']",59
617,OAKK,4,[],29
618,ART,4,"['big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'russian edm']",60
619,Ivy Lab,4,"['glitch hop', 'halftime dnb', 'liquid funk']",43
620,808 State,4,"['acid house', 'classic house', 'intelligent dance music', 'madchester', 'rave', 'techno']",42
621,kadiata,4,['uk alternative hip hop'],40
622,Ten Walls,4,['lithuanian electronic'],43
623,Warpaint,4,"['alternative dance', 'art pop', 'chamber pop', 'dance-punk', 'dream pop', 'electronica', 'indie rock', 'la indie', 'modern dream pop', 'neo-synthpop', 'new rave', 'shimmer pop']",49
624,PAV4N,4,[],37
625,Scooter loco,4,[],2
626,Landlord,4,[],15
627,Safety Trance,4,[],43
628,Gabríel Ólafs,4,['background piano'],57
629,Belief,4,[],21
630,Leikeli47,4,"['alternative r&b', 'escape room', 'trap queen']",48
631,Labyrinth Ear,4,['dark synthpop'],44
632,Mt. Eden,4,"['chillstep', 'nz electronic']",38
633,What So Not,4,"['aussietronica', 'brostep', 'edm', 'electro house', 'electronic trap', 'escape room', 'vapor twitch']",56
634,Kilder,4,[],38
635,Yelle,4,"['alternative dance', 'electro-pop francais', 'electroclash', 'electropop', 'filter house', 'neo-synthpop', 'new rave']",44
636,NTsKi,4,['japanese house'],19
637,Rocks FOE,4,[],24
638,Sam Ryder,4,['uk pop'],60
639,Cornelia Jakobs,4,['swedish pop'],51
640,Circus Mircus,4,['georgian alternative'],23
641,NxxxxxS,4,"['phonk', 'trap beats', 'vaporwave']",47
642,Splurgeboys,4,['grime'],26
643,Guru,4,"['desi pop', 'filmi', 'modern bollywood']",70
644,FKJ,4,"['filter house', 'indie soul']",67
645,Runar Blesvik,4,[],36
646,SK-47,4,[],43
647,Jam City,4,"['deconstructed club', 'footwork', 'grimewave', 'minimal dubstep', 'vogue']",40
648,Y U QT,4,['ukg revival'],30
649,Yungen,4,"['afroswing', 'grime', 'london rap', 'uk hip hop']",47
650,K1,4,"['chill drill', 'melodic drill']",50
651,datfootdive,4,['weirdcore'],45
652,YULLOLA,4,['proto-hyperpop'],29
653,JIMMY EDGAR,4,"['footwork', 'future garage', 'wonky']",35
654,Flosstradamus,4,"['brostep', 'edm', 'electro house', 'electronic trap', 'mashup']",46
655,1tbsp,4,[],36
656,J Lloyd,4,['uk alternative pop'],45
657,Ibibio Sound Machine,4,"['afro psych', 'afro-funk']",31
658,Lili Caseley,4,[],29
659,Dj Streaks,4,['disco house'],42
660,AL-90,4,"['ambient house', 'russian electronic']",41
661,Murlo,4,"['australian garage punk', 'neo-psychedelic']",49
662,ayrtn,4,['uk alternative hip hop'],44
663,Honey Dijon,4,[],48
664,DjRUM,4,"['future garage', 'intelligent dance music', 'substep', 'uk experimental electronic', 'wonky']",39
665,VTSS,4,"['polish techno', 'raw techno']",38
666,Little Snake,4,['experimental club'],20
667,Jim Legxacy,4,[],47
668,Adane Best,4,"['azonto', 'hiplife']",18
669,Kean Kavanagh,4,['irish indie'],30
670,Dips & Lo-Wu,4,[],22
671,Crooked Colours,4,['vapor soul'],54
672,Daasebre Gyamenah,4,"['azonto', 'hiplife']",30
673,Ed Sheeran,4,"['pop', 'uk pop']",91
674,Peel Dream Magazine,4,['modern dream pop'],28
675,Snorri Hallgrímsson,4,"['compositional ambient', 'icelandic classical', 'neo-classical']",43
676,Everything Everything,4,"['british indie rock', 'experimental pop', 'modern rock', 'new rave']",50
677,Kaitlyn Aurelia Smith,4,"['art pop', 'electra', 'experimental ambient', 'fluxwork', 'modular synth', 'spectra']",41
678,Broken Bells,4,"['chamber pop', 'indie rock', 'indietronica', 'la indie', 'modern rock']",57
679,Jeffrey Lewis,4,"['anti-folk', 'folk punk', 'lo-fi']",36
680,Jorja Smith,4,"['r&b', 'uk contemporary r&b']",72
681,Chris Lorenzo,4,"['bass house', 'house', 'tech house']",61
682,Holy Fuck,4,"['dance-punk', 'electronic rock']",39
683,UNIIQU3,4,"['escape room', 'jersey club', 'trap queen']",34
684,Dean Blunt,4,"['collage pop', 'hypnagogic pop', 'uk experimental electronic']",53
685,Real Lies,4,[],32
686,Elderbrook,4,[],69
687,Nix Northwest,4,['uk alternative hip hop'],46
688,Rejjie Snow,4,"['indie soul', 'irish hip hop']",58
689,Channel One,4,"['dub', 'techno']",22
690,Caroline Rose,4,"['indie surf', 'vermont indie']",51
691,Doechii,4,['alternative r&b'],69
692,Strandz,4,[],60
693,PVA,4,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",83
694,Nito NB,4,['uk drill'],49
695,Coco & Clair Clair,4,['cloud rap'],56
696,Marlon Craft,4,['nyc rap'],60
697,DJH,4,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",76
698,bdrmm,3,"['bedroom pop', 'crank wave', 'hull indie', 'nu gaze']",43
699,Aluna,3,['dance pop'],64
700,Rude Kid,3,"['grime', 'instrumental grime']",45
701,Maha,3,"['alternative r&b', 'indie anthem-folk', 'uk contemporary r&b']",63
702,Hannah Diamond,3,"['escape room', 'hyperpop', 'proto-hyperpop']",38
703,Greta Van Fleet,3,"['modern blues rock', 'modern hard rock', 'rock']",69
704,BROCKHAMPTON,3,"['boy band', 'rap']",67
705,Ditonellapiaga,3,[],38
706,boyrebecca,3,['hyperpop italiano'],20
707,Girishh G,3,['tamil pop'],36
708,BODEGA,3,"['harlem hip hop', 'underground hip hop']",37
709,Phace,3,"['darkstep', 'drum and bass', 'german dnb', 'hamburg electronic', 'neurofunk']",37
710,P!nk,3,"['dance pop', 'pop']",81
711,TrueMendous,3,[],22
712,Pitch 92,3,"['manchester hip hop', 'uk alternative hip hop']",35
713,Marina Herlop,3,['spectra'],26
714,Sneakbo,3,"['afroswing', 'grime', 'london rap', 'uk hip hop']",49
715,Ensi,3,['chill beats'],41
716,Emalkay,3,"['classic dubstep', 'filthstep']",28
717,MEYY,3,['belgian pop'],30
718,Baxter Dury,3,['chamber psych'],50
719,Hope Tala,3,['alternative r&b'],52
720,Balmorhea,3,"['bow pop', 'compositional ambient', 'instrumental post-rock', 'melancholia', 'neoclassical darkwave', 'pastoral', 'post-rock']",51
721,Frank Carter & The Rattlesnakes,3,"['british alternative rock', 'modern alternative rock']",48
722,Farai,3,['indonesian viral pop'],65
723,Slugabed,3,['wonky'],23
724,upsammy,3,"['bleep techno', 'experimental house']",27
725,A. G. Cook,3,"['escape room', 'hyperpop', 'proto-hyperpop']",45
726,A$AP Rocky,3,"['east coast hip hop', 'hip hop', 'rap', 'trap']",82
727,ASHE 22,3,"['drill francais', 'french hip hop', 'pop urbaine', 'rap francais', 'rap lyonnais']",60
728,Drill HQ,3,[],28
729,ArrDee,3,['uk hip hop'],65
730,Nevada,3,[],45
731,G. V. Prakash,3,[],73
732,Tiziano Ferro,3,"['italian adult pop', 'italian pop']",64
733,Jords,3,"['contemporary country', 'country road']",74
734,Rae Sremmurd,3,"['melodic rap', 'mississippi hip hop', 'rap', 'trap']",73
735,Critical Impact,3,"['deep dnb', 'jump up', 'jungle']",25
736,ML,3,[],35
737,Kuma Overdose,3,[],22
738,Guè,3,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",88
739,Danny Byrd,3,"['drum and bass', 'liquid funk', 'uk dnb']",41
740,AC Slater,3,"['bass house', 'brostep', 'fidget house']",50
741,"Tyler, The Creator",3,"['hip hop', 'rap']",87
742,Die,3,"['contemporary country', 'country', 'country road']",69
743,bsd.u,3,"['chillhop', 'japanese chillhop', 'lo-fi beats']",48
744,Kraftwerk,3,"['art rock', 'dusseldorf electronic', 'early synthpop', 'electro', 'new wave', 'proto-techno', 'synthpop']",53
745,Peach,3,"['pov: indie', 'vancouver indie']",63
746,Alex Metric,3,['uk dance'],46
747,Vitesse X,3,[],29
748,Bone Slim,3,['uk alternative hip hop'],33
749,Mechatok,3,"['deconstructed club', 'drain', 'grimewave', 'hyperpop']",39
750,Malaki,3,['irish hip hop'],38
751,Tiga,3,"['alternative dance', 'canadian electronic', 'dance-punk', 'electroclash', 'electronica', 'filter house', 'new rave']",44
752,Young Franco,3,['aussietronica'],51
753,TQD,3,"['bass house', 'old school bassline', 'ukg revival']",30
754,Dido,3,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']",71
755,TSVI,3,"['contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",57
756,Mr Jukes,3,"['british soul', 'indie soul']",42
757,Saint Jude,3,[],35
758,The Snuts,3,"['britpop revival', 'scottish indie rock']",53
759,Outcast Music,3,[],44
760,Er Costa,3,['italian underground hip hop'],29
761,Joni Mitchell,3,"['canadian singer-songwriter', 'folk', 'folk rock', 'singer-songwriter']",54
762,Alexander Panos,3,['future bass'],17
763,Kahn,3,"['chicago rap', 'hip hop', 'rap']",90
764,Ferdinando Arno,3,[],9
765,Kaskade,3,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']",66
766,Mikey Energee,3,[],1
767,Murkage Dave,3,['uk alternative hip hop'],36
768,Skiifall,3,['uk alternative hip hop'],39
769,Deyah,3,['welsh hip hop'],20
770,Nubya Garcia,3,['british jazz'],40
771,The Count & Sinden,3,['fidget house'],15
772,MJ Cole,3,"['bass house', 'speed garage', 'uk funky', 'uk garage']",49
773,Kaber Vasuki,3,"['chennai indie', 'tamil pop']",26
774,anaiis,3,"['alternative r&b', 'uk contemporary r&b']",32
775,Kele,3,"['afrofuturism', 'alternative r&b', 'escape room', 'experimental r&b']",53
776,Heith,3,[],13
777,TNGHT,3,['electronic trap'],33
778,Equiknoxx,3,"['experimental dub', 'footwork']",34
779,Stokka & Madbuddy,3,"['italian underground hip hop', 'rap italiano old school', 'rap siciliano']",32
780,Florence + The Machine,3,"['baroque pop', 'modern rock', 'neo mellow', 'uk alternative pop']",77
781,Space Dimension Controller,3,['float house'],26
782,Yuweeri,3,"['latin arena pop', 'latin pop', 'mexican pop']",74
783,Sangre Nueva,3,[],15
784,Alex1,3,"['chill drill', 'melodic drill']",53
785,Benjamin Damage,3,[],25
786,BERWYN,3,[],44
787,The Smile,3,['uk post-punk revival'],51
788,Toro y Moi,3,"['chillwave', 'hypnagogic pop', 'indie soul', 'indietronica']",62
789,Lawrence Hart,3,[],37
790,Oscar Jerome,3,"['indie jazz', 'indie soul']",45
791,Levin Liam,3,[],56
792,Mr Drew,3,['ghanaian pop'],40
793,Dream Mclean,3,[],28
794,The Plants of the Gods podcast,3,[],46
795,Goya Gumbani,3,['uk alternative hip hop'],29
796,JEREMIAS,3,['venezuelan rock'],39
797,Wavedash,3,"['brostep', 'dubstep']",35
798,Achille Lauro,3,"['italian adult pop', 'italian hip hop', 'italian pop']",59
799,Claire Rousay,3,"['experimental percussion', 'spectra']",28
800,Sorry,3,[],42
801,Persian Empire,3,[],36
802,Yemi Alade,3,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']",53
803,Lil Tjay,3,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",80
804,ELIO,3,['electropop'],59
805,Footsie,3,['grime'],31
806,Tzusing,3,"['chinese electronic', 'deconstructed club', 'fluxwork', 'taiwan electronic']",32
807,altopalo,3,"['chill pop', 'experimental r&b']",33
808,Supreems,3,"['breaks', 'float house']",25
809,Monika LIU,3,"['lithuanian indie', 'lithuanian pop']",40
810,Moomin,3,['float house'],35
811,Voltage,3,"['bass house', 'drum and bass', 'jump up', 'jungle']",40
812,Interplanetary Criminal,3,"['breaks', 'experimental house']",63
813,Laurie Anderson,3,"['art pop', 'art rock', 'bow pop', 'experimental', 'experimental pop', 'experimental vocal', 'laboratorio']",41
814,Proc Fiskal,3,"['footwork', 'grimewave', 'scottish electronic']",21
815,Girl Unit,3,"['footwork', 'future garage', 'grimewave', 'uk bass']",21
816,Thirty Seconds To Mars,3,"['modern rock', 'post-grunge']",68
817,Hagop Tchaparian,3,[],23
818,Roy of the Ravers,3,"['acid idm', 'experimental techno']",19
819,Loods,3,"['australian dance', 'disco house']",41
820,Pale Jay,3,[],50
821,Keane,3,"['neo mellow', 'piano rock', 'pop rock']",73
822,Citi Zēni,3,['latvian pop'],34
823,Snow Patrol,3,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']",67
824,LUM!X,3,"['melbourne bounce international', 'slap house']",69
825,Automatic,3,['synth punk'],43
826,The Vernon Spring,3,[],48
827,Prescribe Da Vibe,3,['ukg revival'],13
828,Mansur Brown,3,"['afrofuturism', 'british jazz']",41
829,Tom VR,3,['lo-fi house'],34
830,Konstrakta,3,[],37
831,MARO,3,['pop'],85
832,Electric Guest,3,"['indietronica', 'la indie']",55
833,Hustle Athletics,3,[],13
834,Coconut Records,3,"['indie rock', 'indietronica', 'la indie']",49
835,Yung Fume,3,"['london rap', 'uk hip hop']",42
836,Solomon Fesshaye,3,[],27
837,CHEMICARIZM,3,[],17
838,Amato Sacchi,3,[],22
839,Shura,3,['electropop'],46
840,London Elektricity,3,"['drum and bass', 'liquid funk', 'uk dnb']",39
841,Herbert,3,"['classical', 'classical performance', 'orchestral performance']",67
842,E1 (3x3),3,[],58
843,Rachika Nayar,3,"['pastoral', 'spectra']",34
844,Chunky,3,"['fluxwork', 'manchester hip hop']",21
845,NAVVI,3,['etherpop'],28
846,Hiro Ama,3,[],21
847,Braxe + Falcon,3,['filter house'],46
848,ScHoolboy Q,3,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",72
849,Yung Lean,3,"['cloud rap', 'psychedelic hip hop', 'underground hip hop']",64
850,They Hate Change,3,['experimental hip hop'],18
851,Priori,3,['dancefloor dnb'],31
852,Chaos In The CBD,3,"['deep house', 'float house', 'future garage', 'jazz house', 'nz electronic']",49
853,TWEAKS,3,['experimental r&b'],31
854,Cabu,3,[],51
855,Jehst,3,"['conscious hip hop', 'uk alternative hip hop', 'uk hip hop']",36
856,KUČKA,3,['electra'],50
857,aya,3,"['basshall', 'francoton', 'pop urbaine']",73
858,Drug Church,3,"['dreamo', 'indie punk', 'modern melodic hardcore']",44
859,Hermitude,3,"['australian dance', 'australian indie', 'downtempo', 'escape room']",52
860,Edoardo Vianello,3,['classic italian pop'],44
861,Renzo Arbore,3,"['canzone napoletana', 'classic italian pop', 'swing italiano']",38
862,Vampire Weekend,3,"['baroque pop', 'chamber pop', 'garage rock', 'indie rock', 'indietronica', 'modern rock', 'stomp and holler']",66
863,DA,3,"['hip hop', 'north carolina hip hop', 'rap']",81
864,BAD WITH PHONES,3,[],22
865,Holy Goof,3,"['bass house', 'bassline', 'old school bassline', 'uk dance']",47
866,Aminé,3,"['pop rap', 'portland hip hop', 'rap', 'underground hip hop']",73
867,A. K. Paul,3,['uk alternative pop'],29
868,Dinamarca,3,"['deconstructed club', 'grimewave', 'vogue']",46
869,Lokkhi Terra,3,['bangladeshi indie'],22
870,Foals,3,"['alternative dance', 'garage rock', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'oxford indie', 'rock']",64
871,SOLOMON,3,[],53
